,TICKER,date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,RET_lag_1_mon,52_week_high,Rel_to_high,SUV,idio_vol,TB3MS,T10Y2Y,BAA10Y
1955,KR,2020-03-31,11.101,0.476,7.997,14.009,14.141,14.765,14.765,0.194,5.089,0.307,0.014,0.043,0.022,0.221,0.016,0.039,0.127,0.17,0.1,0.237,0.201,0.099,0.201,0.122,0.073,0.596,0.316,0.685,0.779,0.684,0.039,0.033,0.043,0.651,0.157,0.468,4.0,0.121,0.388,0.507,0.372,0.327,0.127,0.329,1.279,1.849,0.811,0.762,4.264,3.751,4.388,0.111,0.267,0.765,7.832,13.682,2.933,74.225,15.398,4.498,14.216,6.897,0.0,0.007,0.0,-0.072,2.357,1.227,0.0212,KROGER CO,11,1,5411,30.12,17225249.0,0.015852,788000.0,29.1,30.26,29.58,-0.012277,0.000633,-0.016013,23.0,0.0,0.0,19.0,23734560.0,0.015851602023608802,0.015852,23761422.16,15.135426851908598,518824499.88,0.0486458513023978,0.04665718697216177,-0.18466237965616558,0.03410019446027784,0.017851,-0.025848999999999983,0.01710200000000008,0.114845,0.017851,34.18,0.8812170860152136,0.08288742481670056,0.02095045401674441,0.29,0.42181818181818187,3.4181818181818184
1956,KR,2020-04-30,11.803,0.476,7.997,14.702,14.84,15.495,15.495,0.206,5.411,0.307,0.014,0.043,0.022,0.221,0.016,0.039,0.127,0.17,0.1,0.237,0.201,0.099,0.201,0.122,0.073,0.596,0.316,0.685,0.779,0.684,0.039,0.033,0.043,0.651,0.157,0.468,4.0,0.121,0.388,0.507,0.372,0.327,0.127,0.329,1.279,1.849,0.811,0.762,4.264,3.751,4.388,0.111,0.267,0.765,7.832,13.682,2.933,74.225,15.398,4.498,14.216,6.897,0.0,0.007,0.0,-0.072,2.506,1.287,0.0202,KROGER CO,11,1,5411,31.61,12290164.0,0.002855,798327.0,31.27,32.05,31.7,-0.013076,-0.019332,-0.009212,23.0,0.0,0.0,19.0,25235116.47,0.0028553299492386497,0.002855,23734560.0,12.596975001853837,388492084.04,0.03908355795148249,0.017281927105246418,0.032181631984757555,0.0010356574372023706,-0.025958,-0.01694399999999997,0.00687400000000008,0.00021800000000000291,-0.025958,34.18,0.9248098303101229,-0.5515973449391288,0.021069507206813116,0.14,0.43285714285714283,3.4695238095238095
1957,KR,2020-05-31,11.995,0.476,7.997,15.172,15.315,15.99,15.99,0.21,5.499,0.307,0.014,0.043,0.022,0.221,0.016,0.039,0.127,0.17,0.1,0.237,0.201,0.099,0.201,0.122,0.073,0.596,0.316,0.685,0.779,0.684,0.039,0.033,0.043,0.651,0.157,0.468,4.0,0.121,0.388,0.507,0.372,0.327,0.127,0.329,1.279,1.849,0.811,0.762,4.264,3.751,4.388,0.111,0.267,0.765,7.832,13.682,2.933,74.225,15.398,4.498,14.216,6.897,0.0,0.007,0.0,-0.072,2.547,1.328,0.0196,KROGER CO,11,1,5411,32.62,16545626.0,0.017467,786188.0,31.62,32.71,32.17,0.004678,-0.001383,0.004812,23.0,0.0,0.0,19.0,25645452.56,0.017467248908296762,0.017467,24837760.0,8.247137020407637,539718320.12,0.03444462000315994,0.022358455837074687,0.15172541697312247,0.023020602155667882,-0.036659,-0.03650499999999996,-0.03204899999999992,0.053893000000000024,-0.036659,34.18,0.9543592744294909,1.8937861776541423,0.02158658175292767,0.13,0.5035000000000001,3.28
1958,KR,2020-06-30,12.015,0.443,7.035,11.246,11.359,12.969,12.969,0.208,3.965,0.242,0.017,0.047,0.025,0.228,0.02,0.042,0.131,0.206,0.108,0.237,0.241,0.089,0.241,0.126,0.082,0.633,0.323,0.679,0.756,0.678,0.031,0.028,0.059,0.618,0.145,0.457,3.533,0.101,0.384,0.509,0.418,0.471,0.127,0.56,1.28,1.797,0.806,0.755,4.125,4.619,5.505,0.153,0.3,0.784,5.288,14.315,2.781,78.807,14.631,4.601,14.229,6.897,0.0,0.007,0.0,-0.1,2.419,0.325,0.0189,KROGER CO,11,1,5411,33.85,14650993.0,-0.008204,777926.0,33.81,34.43,34.36,0.014671,0.009754,0.01541,23.0,0.0,0.0,19.0,26332795.1,-0.008203926164664588,-0.008204,25543248.12,11.32783840334868,495936113.05,0.024067022086824038,0.01648926043312971,0.20789590621491855,0.04322070782092221,0.04437,0.058286000000000025,-0.005178999999999937,-0.023036999999999974,0.04437,34.18,0.9903452311293154,0.33779173048227273,0.02166916793389374,0.16,0.5436363636363637,2.9131818181818185
1959,KR,2020-07-31,12.348,0.443,7.035,11.558,11.674,13.33,13.33,0.214,4.075,0.242,0.017,0.047,0.025,0.228,0.02,0.042,0.131,0.206,0.108,0.237,0.241,0.089,0.241,0.126,0.082,0.633,0.323,0.679,0.756,0.678,0.031,0.028,0.059,0.618,0.145,0.457,3.533,0.101,0.384,0.509,0.418,0.471,0.127,0.56,1.28,1.797,0.806,0.755,4.125,4.619,5.505,0.153,0.3,0.784,5.288,14.315,2.781,78.807,14.631,4.601,14.229,6.897,0.0,0.007,0.0,-0.1,2.486,0.334,0.0184,KROGER CO,11,1,5411,34.79,7289828.0,0.011043,777926.0,34.38,34.8,34.48,0.004524,-0.007106,0.00767,23.0,0.0,0.0,19.0,27064045.54,0.011043301365882163,0.011043,26114975.82,6.164807009957247,253613116.12,0.025511717591219205,0.015165146643659016,-0.10683196247333825,0.011413068205904752,-0.019937,0.019421000000000025,0.039759000000000065,0.03981100000000002,-0.019937,35.23,0.9875106443372127,-0.03497371337021135,0.021775428147462295,0.13,0.4754545454545455,2.6895454545454545
1960,KR,2020-08-31,12.664,0.443,7.035,11.854,11.973,13.67,13.67,0.219,4.18,0.242,0.017,0.047,0.025,0.228,0.02,0.042,0.131,0.206,0.108,0.237,0.241,0.089,0.241,0.126,0.082,0.633,0.323,0.679,0.756,0.678,0.031,0.028,0.059,0.618,0.145,0.457,3.533,0.101,0.384,0.509,0.418,0.471,0.127,0.56,1.28,1.797,0.806,0.755,4.125,4.619,5.505,0.153,0.3,0.784,5.288,14.315,2.781,78.807,14.631,4.601,14.229,6.897,0.0,0.007,0.0,-0.1,2.549,0.342,0.0202,KROGER CO,11,1,5411,35.68,8123162.0,0.010765,777926.0,35.095,35.6948,35.34,-0.00156,-0.007657,-0.002195,23.0,0.0,0.0,19.0,27756399.68,0.010764872521246582,0.010765,27064045.54,4.602603177558797,289834420.16,0.01214223764093653,0.011562034364336728,-0.09858008553790024,0.009718033264659727,-0.023783,0.021132000000000026,0.03791900000000006,0.04067800000000003,-0.023783,36.37,0.9810283200439923,1.3354734936223411,0.02091000998821872,0.1,0.5104761904761905,2.624285714285714
1961,KR,2020-09-30,11.795,0.425,7.055,9.116,9.19,10.37,10.37,0.204,3.866,0.199,0.02,0.048,0.027,0.23,0.025,0.045,0.137,0.252,0.118,0.237,0.295,0.106,0.295,0.137,0.088,0.639,0.329,0.673,0.747,0.672,0.031,0.028,0.073,0.585,0.138,0.449,3.341,0.098,0.387,0.505,0.432,0.472,0.127,0.574,1.297,1.751,0.803,0.751,4.053,5.48,5.991,0.189,0.334,0.805,4.444,14.638,2.785,80.768,14.567,4.626,14.052,6.897,0.0,0.007,0.0,-0.091,2.292,0.177,0.0212,KROGER CO,11,1,5411,33.91,12820438.0,0.004146,774325.0,33.445,34.53,33.7,0.006881,0.001363,0.008254,23.0,0.0,0.0,19.0,26257360.749999996,0.004145691442108079,0.004146,27756399.68,8.15696266843784,434741052.58,0.016945944189699698,0.018076589077996297,0.2152826497460056,0.04634661928166133,0.002077,0.02869400000000001,0.027683000000000048,-0.055767999999999984,0.002077,36.6,0.926502732240437,0.578678110693291,0.021177554472172545,0.11,0.5447619047619048,2.684761904761905
1962,KR,2020-10-31,11.204,0.425,7.055,8.659,8.729,9.85,9.85,0.193,3.672,0.199,0.02,0.048,0.027,0.23,0.025,0.045,0.137,0.252,0.118,0.237,0.295,0.106,0.295,0.137,0.088,0.639,0.329,0.673,0.747,0.672,0.031,0.028,0.073,0.585,0.138,0.449,3.341,0.098,0.387,0.505,0.432,0.472,0.127,0.574,1.297,1.751,0.803,0.751,4.053,5.48,5.991,0.189,0.334,0.805,4.444,14.638,2.785,80.768,14.567,4.626,14.052,6.897,0.0,0.007,0.0,-0.091,2.177,0.168,0.022400000000000003,KROGER CO,11,1,5411,32.21,8448240.0,-0.00155,774325.0,32.06,32.53,32.15,-0.013112,-0.011517,-0.01213,23.0,0.0,0.0,19.0,24941008.25,-0.0015499070055795539,-0.001550,26342536.500000004,5.56601700067873,272117810.40000004,0.020959409594095757,0.012090980561428434,-0.09345196157344945,0.008733269121925473,0.003109,-0.047026999999999985,-0.03572699999999995,-0.023697999999999986,0.003109,36.6,0.8800546448087432,0.7657411053528244,0.020972684904241038,0.1,0.6376190476190476,2.6523809523809527
1963,KR,2020-11-30,11.478,0.425,7.055,8.871,8.943,10.092,10.092,0.198,3.762,0.199,0.02,0.048,0.027,0.23,0.025,0.045,0.137,0.252,0.118,0.237,0.295,0.106,0.295,0.137,0.088,0.639,0.329,0.673,0.747,0.672,0.031,0.028,0.073,0.585,0.138,0.449,3.341,0.098,0.387,0.505,0.432,0.472,0.127,0.574,1.297,1.751,0.803,0.751,4.053,5.48,5.991,0.189,0.334,0.805,4.444,14.638,2.785,80.768,14.567,4.626,14.052,6.897,0.0,0.007,0.0,-0.091,2.231,0.172,0.0218,KROGER CO,11,1,5411,33.0,34108818.0,0.017576,774325.0,32.54,33.17,32.7,-0.005743,-0.009174,-0.004595,23.0,0.0,0.0,19.0,25552725.0,0.01757631822386685,0.017576,24979724.5,8.805137222390103,1125590994.0,0.03052008720024916,0.020801278785272544,-0.0194962824645727,0.00038010502993840494,0.003403,0.016838000000000016,0.026628000000000044,-0.06172599999999998,0.003403,36.6,0.9016393442622951,3.0431294339455235,0.020371992950331444,0.09,0.7042105263157895,2.4257894736842105
1964,KR,2020-12-31,10.625,0.476,6.851,7.671,7.727,8.469,8.469,0.185,3.713,0.178,0.023,0.05,0.03,0.231,0.03,0.049,0.142,0.279,0.129,0.237,0.326,0.121,0.326,0.149,0.096,0.643,0.336,0.665,0.739,0.664,0.031,0.028,0.084,0.563,0.132,0.442,3.155,0.1,0.392,0.497,0.447,0.441,0.127,0.566,1.311,1.693,0.799,0.745,3.976,6.171,6.676,0.214,0.357,0.818,4.008,14.765,2.777,81.735,14.506,4.645,13.808,6.897,0.0,0.007,0.0,-0.075,2.058,0.129,0.0227,KROGER CO,11,1,5411,31.76,7089095.0,0.006656,761347.0,31.385,31.83,31.59,0.003558,-0.001058,0.006439,23.0,0.0,0.0,19.0,24180380.720000003,0.00665610142630757,0.006656,25560468.25,10.005769788665745,225149657.20000002,0.020905923344947886,0.012018863082671246,0.1577776417855441,0.02489378424740747,0.002861,0.008158000000000016,-0.01313899999999996,0.017617000000000018,0.002861,36.6,0.8677595628415301,-0.8082813413769625,0.020379151960447164,0.09,0.7977272727272727,2.2304545454545455
1965,KR,2021-01-31,11.542,0.476,6.851,8.333,8.394,9.2,9.2,0.201,4.033,0.178,0.023,0.05,0.03,0.231,0.03,0.049,0.142,0.279,0.129,0.237,0.326,0.121,0.326,0.149,0.096,0.643,0.336,0.665,0.739,0.664,0.031,0.028,0.084,0.563,0.132,0.442,3.155,0.1,0.392,0.497,0.447,0.441,0.127,0.566,1.311,1.693,0.799,0.745,3.976,6.171,6.676,0.214,0.357,0.818,4.008,14.765,2.777,81.735,14.506,4.645,13.808,6.897,0.0,0.007,0.0,-0.075,2.235,0.14,0.0209,KROGER CO,11,1,5411,34.5,17188857.0,-0.024873,761347.0,34.45,36.58,35.66,-0.017643,-0.012198,-0.019312,23.0,0.0,0.0,19.0,26266471.5,-0.02487280949689097,-0.024873,24360264.5,12.723236194746573,593015566.5,0.010168414362885297,0.03134321256063345,0.039668011121868386,0.001573551106364674,-0.086968,0.12456100000000003,0.05325800000000004,0.018821000000000015,-0.086968,38.75,0.8903225806451613,0.5201713610007127,0.021958508406027973,0.08,0.9500000000000001,2.1626315789473685
1966,KR,2021-02-28,10.776,0.476,6.851,7.78,7.837,8.589,8.589,0.188,3.765,0.178,0.023,0.05,0.03,0.231,0.03,0.049,0.142,0.279,0.129,0.237,0.326,0.121,0.326,0.149,0.096,0.643,0.336,0.665,0.739,0.664,0.031,0.028,0.084,0.563,0.132,0.442,3.155,0.1,0.392,0.497,0.447,0.441,0.127,0.566,1.311,1.693,0.799,0.745,3.976,6.171,6.676,0.214,0.357,0.818,4.008,14.765,2.777,81.735,14.506,4.645,13.808,6.897,0.0,0.007,0.0,-0.075,2.087,0.131,0.022400000000000003,KROGER CO,11,1,5411,32.21,8254473.0,-0.006171,761347.0,32.17,32.825,32.57,-0.003846,-0.007921,-0.00475,23.0,0.0,0.0,19.0,24522986.87,-0.006170934896636671,-0.006171,29502196.25,7.028571745739099,265876575.33,0.14923134608173974,0.014318483465988522,-0.07507188091997023,0.005635787304862191,-0.010382,-0.029551999999999985,0.013300000000000044,0.062119000000000014,-0.010382,38.75,0.8312258064516129,-0.2007108797359408,0.021712986164673508,0.04,1.1426315789473684,2.1631578947368424
1967,KR,2021-03-31,12.193,0.425,8.021,10.025,10.081,11.006,11.006,0.207,4.021,0.213,0.02,0.044,0.023,0.233,0.025,0.045,0.124,0.244,0.103,0.232,0.284,0.109,0.284,0.119,0.076,0.635,0.335,0.666,0.721,0.665,0.029,0.026,0.078,0.565,0.142,0.423,3.533,0.077,0.393,0.486,0.379,0.444,0.174,0.58,1.34,1.71,0.804,0.74,4.084,5.752,5.662,0.199,0.354,0.814,6.813,14.363,2.822,75.995,15.593,4.639,13.836,6.897,0.0,0.007,0.0,-0.09,2.465,0.35,0.02,KROGER CO,11,1,5411,35.99,18974058.0,-0.054884,761347.0,35.97,38.02,37.98,0.005605,0.009508,0.003623,23.0,0.0,0.0,19.0,27400878.53,-0.05488445378151252,-0.054884,24789458.32,9.296235481437499,682876347.4200001,0.029143775757039542,0.020503783607447923,-0.26346237669943223,0.06941242393611353,0.003426,0.061530000000000015,0.022025000000000045,0.08261,0.003426,38.75,0.9287741935483872,2.228430613704759,0.018270124303384074,0.03,1.463913043478261,2.1317391304347826
1968,KR,2021-04-30,12.228,0.425,8.021,10.178,10.235,11.174,11.174,0.207,4.032,0.213,0.02,0.044,0.023,0.233,0.025,0.045,0.124,0.244,0.103,0.232,0.284,0.109,0.284,0.119,0.076,0.635,0.335,0.666,0.721,0.665,0.029,0.026,0.078,0.565,0.142,0.423,3.533,0.077,0.393,0.486,0.379,0.444,0.174,0.58,1.34,1.71,0.804,0.74,4.084,5.752,5.662,0.199,0.354,0.814,6.813,14.363,2.822,75.995,15.593,4.639,13.836,6.897,0.0,0.007,0.0,-0.09,2.471,0.355,0.0197,KROGER CO,11,1,5411,36.54,9032409.0,-0.014031,751994.0,36.48,37.22,37.15,-0.008008,-0.00826,-0.007195,23.0,0.0,0.0,19.0,27477860.759999998,-0.014031300593632001,-0.014031,27400878.53,6.160911731905699,330044224.86,0.05541289363427501,0.010616890068361903,-0.09096805773828448,0.008275187528675858,0.011187,-0.004351999999999988,0.005255000000000044,0.05920500000000001,0.011187,38.75,0.9429677419354838,0.6716796946058136,0.01770883199123518,0.02,1.471818181818182,1.9723809523809526
1969,KR,2021-05-31,12.459,0.425,8.021,10.301,10.359,11.309,11.309,0.211,4.108,0.213,0.02,0.044,0.023,0.233,0.025,0.045,0.124,0.244,0.103,0.232,0.284,0.109,0.284,0.119,0.076,0.635,0.335,0.666,0.721,0.665,0.029,0.026,0.078,0.565,0.142,0.423,3.533,0.077,0.393,0.486,0.379,0.444,0.174,0.58,1.34,1.71,0.804,0.74,4.084,5.752,5.662,0.199,0.354,0.814,6.813,14.363,2.822,75.995,15.593,4.639,13.836,6.897,0.0,0.007,0.0,-0.09,2.518,0.359,0.0195,KROGER CO,11,1,5411,36.98,11357086.0,0.019013,757101.0,36.45,37.24,36.51,0.001006,0.001001,0.000769,23.0,0.0,0.0,19.0,27997594.979999997,0.019013502342243083,0.019013,28215519.82,6.252547290479088,419985040.28,0.013270142180094842,0.02029365764002447,0.05217711368127252,0.0027224511921084362,-0.002748,-0.004049999999999991,-0.0021559999999999505,-0.012059999999999987,-0.002748,38.86,0.9516212043232115,0.9952541476449688,0.017526458527308532,0.02,1.466,1.9989999999999999
1970,KR,2021-06-30,12.595,0.394,8.825,17.335,17.493,20.058,20.058,0.216,5.932,0.363,0.011,0.04,0.019,0.228,0.015,0.037,0.111,0.134,0.084,0.232,0.156,0.068,0.156,0.097,0.062,0.623,0.339,0.662,0.727,0.661,0.028,0.026,0.087,0.55,0.136,0.429,3.894,0.089,0.392,0.488,0.351,0.318,0.174,0.381,1.331,1.677,0.8,0.741,4.0,3.828,4.763,0.223,0.373,0.829,4.489,14.768,2.734,77.191,14.693,4.63,13.664,6.897,0.0,0.007,0.0,-0.069,2.653,0.359,0.018799999999999997,KROGER CO,11,1,5411,38.31,9055842.0,-0.0139,747238.0,38.17,39.05,38.91,0.00036,0.000284,0.001328,23.0,0.0,0.0,19.0,28626687.78,-0.013899613899613916,-0.013900,28224725.28,6.2911982043568,346929307.02000004,0.009527004360952615,0.014852377100546543,-0.11780938208212241,0.013879050506571506,-0.012957,0.013230000000000018,0.03791700000000006,-0.004679999999999978,-0.012957,39.83,0.9618378106954558,0.37894975687815624,0.017291392389627486,0.04,1.3163636363636364,1.9259090909090908
1971,KR,2021-07-31,13.381,0.394,8.825,18.416,18.584,21.309,21.309,0.23,6.302,0.363,0.011,0.04,0.019,0.228,0.015,0.037,0.111,0.134,0.084,0.232,0.156,0.068,0.156,0.097,0.062,0.623,0.339,0.662,0.727,0.661,0.028,0.026,0.087,0.55,0.136,0.429,3.894,0.089,0.392,0.488,0.351,0.318,0.174,0.381,1.331,1.677,0.8,0.741,4.0,3.828,4.763,0.223,0.373,0.829,4.489,14.768,2.734,77.191,14.693,4.63,13.664,6.897,0.0,0.007,0.0,-0.069,2.819,0.359,0.0177,KROGER CO,11,1,5411,40.7,9505380.0,-0.000491,747238.0,40.61,41.95,40.8,-0.005629,-0.005072,-0.005406,23.0,0.0,0.0,19.0,30412586.6,-0.0004911591355598599,-0.000491,28626687.78,4.912687282608145,386868966.0,0.022792022792022675,0.013920170467800634,-0.17657471521897905,0.03117863005466355,0.017237,0.062206000000000004,0.037417000000000054,0.003325000000000032,0.017237,41.07,0.9909909909909911,1.1094589054590485,0.017201391747982332,0.05,1.099047619047619,1.926190476190476
1972,KR,2021-08-31,15.133,0.394,8.825,20.828,21.018,24.099,24.099,0.26,7.127,0.363,0.011,0.04,0.019,0.228,0.015,0.037,0.111,0.134,0.084,0.232,0.156,0.068,0.156,0.097,0.062,0.623,0.339,0.662,0.727,0.661,0.028,0.026,0.087,0.55,0.136,0.429,3.894,0.089,0.392,0.488,0.351,0.318,0.174,0.381,1.331,1.677,0.8,0.741,4.0,3.828,4.763,0.223,0.373,0.829,4.489,14.768,2.734,77.191,14.693,4.63,13.664,6.897,0.0,0.007,0.0,-0.069,3.188,0.359,0.0182,KROGER CO,11,1,5411,46.03,8581641.0,-0.00368,747238.0,45.63,46.445,46.29,-0.001063,0.004912,-0.001349,23.0,0.0,0.0,19.0,34395365.14,-0.003679653679653727,-0.003680,30644230.38,4.592387384342592,395012935.23,0.022245437227309067,0.015262391879870413,0.026082431431937603,0.0006802932294017267,0.015608,0.07824000000000002,0.08939100000000007,0.11857300000000001,0.015608,46.94,0.9806135492117598,0.9106875126070358,0.017588626572463534,0.05,1.0659090909090911,1.9563636363636363
1973,KR,2021-09-30,13.497,0.357,8.906,22.337,22.461,27.134,27.134,0.225,6.633,0.481,0.009,0.04,0.019,0.225,0.011,0.034,0.111,0.103,0.085,0.232,0.12,0.057,0.12,0.097,0.062,0.617,0.335,0.666,0.734,0.665,0.028,0.026,0.083,0.553,0.145,0.43,3.877,0.094,0.395,0.485,0.35,0.294,0.174,0.373,1.332,1.705,0.804,0.745,4.095,3.162,4.803,0.21,0.364,0.816,5.008,14.859,2.746,73.238,14.902,4.687,13.983,6.897,0.0,0.007,0.0,-0.07,2.784,0.359,0.0208,KROGER CO,11,1,5411,40.43,7758148.0,-0.022013,743638.0,40.38,41.59,41.4,-0.0095,-0.002315,-0.01191,23.0,0.0,0.0,19.0,30065284.34,-0.022012578616352307,-0.022013,34395365.14,6.091780510169051,313661923.64,0.017702959543850073,0.02151600510293374,0.015801524820989694,0.0002496881866683534,0.020489,-0.010281999999999979,-0.04100299999999993,-0.012308999999999985,0.020489,47.31,0.854576199534982,-0.42732443745483367,0.017983259920426733,0.04,1.1338095238095238,1.8552380952380954
1974,KR,2021-10-31,13.36,0.357,8.906,22.11,22.233,26.859,26.859,0.223,6.565,0.481,0.009,0.04,0.019,0.225,0.011,0.034,0.111,0.103,0.085,0.232,0.12,0.057,0.12,0.097,0.062,0.617,0.335,0.666,0.734,0.665,0.028,0.026,0.083,0.553,0.145,0.43,3.877,0.094,0.395,0.485,0.35,0.294,0.174,0.373,1.332,1.705,0.804,0.745,4.095,3.162,4.803,0.21,0.364,0.816,5.008,14.859,2.746,73.238,14.902,4.687,13.983,6.897,0.0,0.007,0.0,-0.07,2.756,0.359,0.021,KROGER CO,11,1,5411,40.02,6012464.0,0.008314,743638.0,39.48,40.38,39.58,0.000973,-0.001533,0.001949,23.0,0.0,0.0,19.0,29760392.76,0.00831443688586564,0.008314,30065284.34,4.078000314697839,240618809.28000003,0.029522996218128605,0.0098300968887444,0.06029286889115652,0.00363523003912619,0.005319,0.0062520000000000344,-0.00403099999999993,-0.15111099999999997,0.005319,47.31,0.8459099556119214,0.3668285790540151,0.01800887853627514,0.05,1.19,1.7705000000000002
1975,KR,2021-11-30,13.864,0.357,8.906,22.945,23.072,27.872,27.872,0.231,6.813,0.481,0.009,0.04,0.019,0.225,0.011,0.034,0.111,0.103,0.085,0.232,0.12,0.057,0.12,0.097,0.062,0.617,0.335,0.666,0.734,0.665,0.028,0.026,0.083,0.553,0.145,0.43,3.877,0.094,0.395,0.485,0.35,0.294,0.174,0.373,1.332,1.705,0.804,0.745,4.095,3.162,4.803,0.21,0.364,0.816,5.008,14.859,2.746,73.238,14.902,4.687,13.983,6.897,0.0,0.007,0.0,-0.07,2.86,0.35,0.0202,KROGER CO,11,1,5411,41.53,13104002.0,-0.019362,743638.0,41.38,42.74,42.17,-0.01913,-0.013911,-0.018961,23.0,0.0,0.0,19.0,30883286.14,-0.019362455726092076,-0.019362,29760392.76,4.408186983887104,544209203.0600001,0.022539444027047474,0.02219513957764289,0.1392257077567011,0.019383797700354338,-0.018312,0.00918100000000004,-0.02737899999999993,0.07148400000000002,-0.018312,47.31,0.8778270978651448,2.199843470625427,0.018124351998224958,0.05,1.0515,1.7235
1976,KR,2021-12-31,15.287,0.377,9.028,26.624,26.94,34.03,34.03,0.245,5.829,0.57,0.007,0.04,0.019,0.222,0.009,0.033,0.112,0.091,0.086,0.232,0.106,0.052,0.106,0.099,0.062,0.614,0.33,0.671,0.734,0.67,0.028,0.026,0.083,0.549,0.15,0.427,3.834,0.087,0.398,0.483,0.346,0.363,0.174,0.508,1.335,1.742,0.808,0.749,4.206,2.862,4.803,0.208,0.363,0.806,4.717,15.132,2.77,71.432,14.895,4.76,14.415,6.897,0.0,0.007,0.0,-0.096,2.988,0.35,0.018600000000000002,KROGER CO,11,1,5411,45.26,4755538.0,0.002658,735256.0,45.11,45.695,45.11,-0.002389,-0.00077,-0.002626,23.0,0.0,0.0,19.0,33277686.56,0.0026583961010189228,0.002658,29901683.98,6.3760512661267175,215235649.88,0.039043435822352396,0.021975770833196174,-0.1729452773535281,0.02991006895888876,0.009618,-0.008164999999999966,-0.045000999999999916,0.10033500000000004,0.009618,47.31,0.9566687803846966,-1.0217449597917223,0.020039169505413196,0.06,0.785,1.8338095238095238
1977,KR,2022-01-31,14.723,0.377,9.028,25.641,25.946,32.774,32.774,0.236,5.614,0.57,0.007,0.04,0.019,0.222,0.009,0.033,0.112,0.091,0.086,0.232,0.106,0.052,0.106,0.099,0.062,0.614,0.33,0.671,0.734,0.67,0.028,0.026,0.083,0.549,0.15,0.427,3.834,0.087,0.398,0.483,0.346,0.363,0.174,0.508,1.335,1.742,0.808,0.749,4.206,2.862,4.803,0.208,0.363,0.806,4.717,15.132,2.77,71.432,14.895,4.76,14.415,6.897,0.0,0.007,0.0,-0.096,2.878,0.353,0.019299999999999998,KROGER CO,11,1,5411,43.59,6861888.0,0.00276,735256.0,42.7,43.81,43.28,0.022431,0.030493,0.018886,23.0,0.0,0.0,19.0,32049809.040000003,0.002760524499655137,0.002760,33567819.32,5.045721838090494,299109697.92,0.021262458471760812,0.024940908072144354,0.24606742255719005,0.06054917644393872,-0.042511,-0.07633199999999996,-0.0030029999999999146,0.09982900000000004,-0.042511,49.48,0.8809620048504447,-0.6520482870159928,0.019314944006896168,0.15,0.7835,1.8210000000000002
1978,KR,2022-02-28,15.807,0.377,9.028,27.529,27.857,35.188,35.188,0.254,6.027,0.57,0.007,0.04,0.019,0.222,0.009,0.033,0.112,0.091,0.086,0.232,0.106,0.052,0.106,0.099,0.062,0.614,0.33,0.671,0.734,0.67,0.028,0.026,0.083,0.549,0.15,0.427,3.834,0.087,0.398,0.483,0.346,0.363,0.174,0.508,1.335,1.742,0.808,0.749,4.206,2.862,4.803,0.208,0.363,0.806,4.717,15.132,2.77,71.432,14.895,4.76,14.415,6.897,0.0,0.007,0.0,-0.096,3.089,0.355,0.0179,KROGER CO,11,1,5411,46.8,8712808.0,0.007318,735256.0,45.76,47.17,45.76,-0.000365,0.002819,-0.002443,23.0,0.0,0.0,19.0,34409980.8,0.00731812311665947,0.007318,33380622.4,4.014164996516063,407759414.4,0.022644022644022713,0.01773709368141115,-0.17919375503310064,0.03211040184286288,0.045455,0.03572300000000004,0.007717000000000093,-0.029889999999999965,0.045455,49.48,0.9458367016976557,1.4518280294513994,0.01960522180128328,0.33,0.49894736842105264,2.033684210526316
