date,TB3MS,T10Y2Y,BAA10Y
2019-07-17,2.1,0.23,2.24
2019-07-18,2.1,0.27,2.27
2019-07-19,2.1,0.25,2.26
2019-07-22,2.1,0.25,2.24
2019-07-23,2.1,0.25,2.23
2019-07-24,2.1,0.22,2.15
2019-07-25,2.1,0.22,2.14
2019-07-26,2.1,0.22,2.13
2019-07-29,2.1,0.21,2.13
2019-07-30,2.1,0.21,2.14
2019-07-31,2.1,0.13,2.13
2019-08-01,1.95,0.17,2.17
2019-08-02,1.95,0.14,2.18
2019-08-05,1.95,0.16,2.24
2019-08-06,1.95,0.13,2.25
2019-08-07,1.95,0.12,2.23
2019-08-08,1.95,0.1,2.25
2019-08-09,1.95,0.11,2.23
2019-08-12,1.95,0.07,2.23
2019-08-13,1.95,0.02,2.22
2019-08-14,1.95,0.01,2.23
2019-08-15,1.95,0.04,2.27
2019-08-16,1.95,0.07,2.26
2019-08-19,1.95,0.07,2.29
2019-08-20,1.95,0.05,2.3
2019-08-21,1.95,0.03,2.25
2019-08-22,1.95,0.01,2.25
2019-08-23,1.95,0.01,2.27
2019-08-26,1.95,0.0,2.27
2019-08-27,1.95,-0.04,2.26
2019-08-28,1.95,-0.03,2.26
2019-08-29,1.95,-0.03,2.27
2019-08-30,1.95,0.0,2.26
2019-09-01,1.89,0.0,2.26
2019-09-02,1.89,0.0,2.26
2019-09-03,1.89,0.0,2.28
2019-09-04,1.89,0.04,2.29
2019-09-05,1.89,0.02,2.28
2019-09-06,1.89,0.02,2.26
2019-09-09,1.89,0.05,2.23
2019-09-10,1.89,0.05,2.22
2019-09-11,1.89,0.07,2.22
2019-09-12,1.89,0.07,2.22
2019-09-13,1.89,0.11,2.21
2019-09-16,1.89,0.1,2.2
2019-09-17,1.89,0.09,2.21
2019-09-18,1.89,0.03,2.18
2019-09-19,1.89,0.05,2.17
2019-09-20,1.89,0.05,2.19
2019-09-23,1.89,0.04,2.17
2019-09-24,1.89,0.04,2.2
2019-09-25,1.89,0.05,2.2
2019-09-26,1.89,0.04,2.18
2019-09-27,1.89,0.06,2.19
2019-09-30,1.89,0.05,2.2
2019-10-01,1.65,0.09,2.22
2019-10-02,1.65,0.12,2.26
2019-10-03,1.65,0.15,2.29
2019-10-04,1.65,0.12,2.29
2019-10-07,1.65,0.1,2.28
2019-10-08,1.65,0.12,2.3
2019-10-09,1.65,0.12,2.29
2019-10-10,1.65,0.14,2.27
2019-10-11,1.65,0.13,2.22
2019-10-14,1.65,0.13,2.22
2019-10-15,1.65,0.16,2.21
2019-10-16,1.65,0.17,2.22
2019-10-17,1.65,0.16,2.21
2019-10-18,1.65,0.18,2.21
2019-10-21,1.65,0.18,2.19
2019-10-22,1.65,0.18,2.17
2019-10-23,1.65,0.19,2.18
2019-10-24,1.65,0.19,2.17
2019-10-25,1.65,0.17,2.16
2019-10-28,1.65,0.21,2.16
2019-10-29,1.65,0.2,2.15
2019-10-30,1.65,0.17,2.17
2019-10-31,1.65,0.17,2.18
2019-11-01,1.54,0.17,2.16
2019-11-04,1.54,0.19,2.16
2019-11-05,1.54,0.23,2.15
2019-11-06,1.54,0.2,2.14
2019-11-07,1.54,0.24,2.13
2019-11-08,1.54,0.26,2.11
2019-11-11,1.54,0.26,2.11
2019-11-12,1.54,0.26,2.1
2019-11-13,1.54,0.25,2.11
2019-11-14,1.54,0.24,2.13
2019-11-15,1.54,0.23,2.13
2019-11-18,1.54,0.21,2.14
2019-11-19,1.54,0.19,2.13
2019-11-20,1.54,0.17,2.16
2019-11-21,1.54,0.17,2.15
2019-11-22,1.54,0.16,2.14
2019-11-25,1.54,0.15,2.13
2019-11-26,1.54,0.16,2.11
2019-11-27,1.54,0.14,2.09
2019-11-28,1.54,0.14,2.09
2019-11-29,1.54,0.17,2.08
2019-12-01,1.54,0.17,2.08
2019-12-02,1.54,0.22,2.11
2019-12-03,1.54,0.19,2.11
2019-12-04,1.54,0.19,2.11
2019-12-05,1.54,0.22,2.09
2019-12-06,1.54,0.23,2.07
2019-12-09,1.54,0.2,2.05
2019-12-10,1.54,0.2,2.01
2019-12-11,1.54,0.18,2.04
2019-12-12,1.54,0.24,2.02
2019-12-13,1.54,0.21,2.02
2019-12-16,1.54,0.24,2.0
2019-12-17,1.54,0.26,1.99
2019-12-18,1.54,0.29,1.98
2019-12-19,1.54,0.3,1.96
2019-12-20,1.54,0.29,1.96
2019-12-23,1.54,0.29,1.96
2019-12-24,1.54,0.28,1.97
2019-12-25,1.54,0.28,1.97
2019-12-26,1.54,0.26,1.97
2019-12-27,1.54,0.29,1.96
2019-12-30,1.54,0.32,1.97
2019-12-31,1.54,0.34,1.98
2020-01-01,1.52,0.34,1.98
2020-01-02,1.52,0.3,1.98
2020-01-03,1.52,0.27,1.99
2020-01-06,1.52,0.27,2.02
2020-01-07,1.52,0.29,2.03
2020-01-08,1.52,0.29,2.05
2020-01-09,1.52,0.27,2.03
2020-01-10,1.52,0.27,1.99
2020-01-13,1.52,0.27,1.99
2020-01-14,1.52,0.24,1.99
2020-01-15,1.52,0.23,2.01
2020-01-16,1.52,0.23,2.0
2020-01-17,1.52,0.26,1.98
2020-01-20,1.52,0.26,1.98
2020-01-21,1.52,0.25,1.97
2020-01-22,1.52,0.24,1.97
2020-01-23,1.52,0.23,1.98
2020-01-24,1.52,0.21,1.98
2020-01-27,1.52,0.17,2.04
2020-01-28,1.52,0.2,2.04
2020-01-29,1.52,0.18,2.05
2020-01-30,1.52,0.16,2.08
2020-01-31,1.52,0.18,2.13
2020-02-01,1.52,0.18,2.13
2020-02-03,1.52,0.18,2.1
2020-02-04,1.52,0.2,2.09
2020-02-05,1.52,0.22,2.07
2020-02-06,1.52,0.21,2.05
2020-02-07,1.52,0.18,2.05
2020-02-10,1.52,0.19,2.06
2020-02-11,1.52,0.18,2.05
2020-02-12,1.52,0.18,2.06
2020-02-13,1.52,0.17,2.05
2020-02-14,1.52,0.17,2.04
2020-02-17,1.52,0.17,2.04
2020-02-18,1.52,0.14,2.05
2020-02-19,1.52,0.14,2.05
2020-02-20,1.52,0.13,2.05
2020-02-21,1.52,0.12,2.09
2020-02-24,1.52,0.12,2.13
2020-02-25,1.52,0.13,2.19
2020-02-26,1.52,0.17,2.2
2020-02-27,1.52,0.19,2.27
2020-02-28,1.52,0.27,2.38
2020-03-01,0.29,0.27,2.38
2020-03-02,0.29,0.26,2.44
2020-03-03,0.29,0.31,2.48
2020-03-04,0.29,0.35,2.47
2020-03-05,0.29,0.33,2.52
2020-03-06,0.29,0.25,2.55
2020-03-09,0.29,0.16,2.93
2020-03-10,0.29,0.26,2.93
2020-03-11,0.29,0.32,2.99
2020-03-12,0.29,0.38,3.2
2020-03-13,0.29,0.45,3.3
2020-03-16,0.29,0.37,3.38
2020-03-17,0.29,0.55,3.49
2020-03-18,0.29,0.64,3.81
2020-03-19,0.29,0.68,4.01
2020-03-20,0.29,0.55,4.23
2020-03-23,0.29,0.48,4.31
2020-03-24,0.29,0.46,4.19
2020-03-25,0.29,0.54,4.13
2020-03-26,0.29,0.53,4.04
2020-03-27,0.29,0.47,3.98
2020-03-30,0.29,0.47,3.89
2020-03-31,0.29,0.47,3.93
2020-04-01,0.14,0.39,3.97
2020-04-02,0.14,0.4,3.92
2020-04-03,0.14,0.39,3.92
2020-04-06,0.14,0.4,3.91
2020-04-07,0.14,0.47,3.79
2020-04-08,0.14,0.5,3.75
2020-04-09,0.14,0.5,3.61
2020-04-10,0.14,0.5,3.61
2020-04-13,0.14,0.51,3.41
2020-04-14,0.14,0.53,3.36
2020-04-15,0.14,0.43,3.33
2020-04-16,0.14,0.41,3.28
2020-04-17,0.14,0.45,3.27
2020-04-20,0.14,0.43,3.28
2020-04-21,0.14,0.38,3.29
2020-04-22,0.14,0.41,3.3
2020-04-23,0.14,0.39,3.26
2020-04-24,0.14,0.38,3.25
2020-04-27,0.14,0.43,3.24
2020-04-28,0.14,0.42,3.25
2020-04-29,0.14,0.43,3.24
2020-04-30,0.14,0.44,3.23
2020-05-01,0.13,0.44,3.25
2020-05-04,0.13,0.45,3.28
2020-05-05,0.13,0.47,3.28
2020-05-06,0.13,0.55,3.31
2020-05-07,0.13,0.5,3.34
2020-05-08,0.13,0.53,3.37
2020-05-11,0.13,0.56,3.41
2020-05-12,0.13,0.52,3.4
2020-05-13,0.13,0.48,3.43
2020-05-14,0.13,0.47,3.41
2020-05-15,0.13,0.48,3.41
2020-05-18,0.13,0.55,3.38
2020-05-19,0.13,0.53,3.3
2020-05-20,0.13,0.52,3.24
2020-05-21,0.13,0.51,3.18
2020-05-22,0.13,0.49,3.18
2020-05-25,0.13,0.49,3.18
2020-05-26,0.13,0.51,3.14
2020-05-27,0.13,0.49,3.11
2020-05-28,0.13,0.53,3.1
2020-05-29,0.13,0.49,3.08
2020-06-01,0.16,0.52,3.1
2020-06-02,0.16,0.51,3.08
2020-06-03,0.16,0.58,3.02
2020-06-04,0.16,0.63,2.99
2020-06-05,0.16,0.69,2.86
2020-06-08,0.16,0.66,2.81
2020-06-09,0.16,0.64,2.8
2020-06-10,0.16,0.58,2.86
2020-06-11,0.16,0.47,2.91
2020-06-12,0.16,0.52,2.91
2020-06-15,0.16,0.52,2.93
2020-06-16,0.16,0.54,2.89
2020-06-17,0.16,0.55,2.87
2020-06-18,0.16,0.52,2.86
2020-06-19,0.16,0.51,2.87
2020-06-22,0.16,0.52,2.86
2020-06-23,0.16,0.54,2.87
2020-06-24,0.16,0.5,2.89
2020-06-25,0.16,0.51,2.92
2020-06-26,0.16,0.47,2.92
2020-06-29,0.16,0.48,2.94
2020-06-30,0.16,0.5,2.93
2020-07-01,0.13,0.52,2.89
2020-07-02,0.13,0.52,2.87
2020-07-03,0.13,0.52,2.87
2020-07-06,0.13,0.53,2.83
2020-07-07,0.13,0.49,2.81
2020-07-08,0.13,0.51,2.77
2020-07-09,0.13,0.46,2.73
2020-07-10,0.13,0.49,2.74
2020-07-13,0.13,0.48,2.74
2020-07-14,0.13,0.49,2.71
2020-07-15,0.13,0.48,2.71
2020-07-16,0.13,0.46,2.69
2020-07-17,0.13,0.5,2.68
2020-07-20,0.13,0.46,2.66
2020-07-21,0.13,0.47,2.63
2020-07-22,0.13,0.46,2.61
2020-07-23,0.13,0.43,2.58
2020-07-24,0.13,0.45,2.58
2020-07-27,0.13,0.47,2.56
2020-07-28,0.13,0.45,2.57
2020-07-29,0.13,0.46,2.61
2020-07-30,0.13,0.44,2.6
2020-07-31,0.13,0.44,2.6
2020-08-01,0.1,0.44,2.6
2020-08-03,0.1,0.45,2.63
2020-08-04,0.1,0.41,2.62
2020-08-05,0.1,0.44,2.59
2020-08-06,0.1,0.44,2.57
2020-08-07,0.1,0.44,2.57
2020-08-10,0.1,0.45,2.56
2020-08-11,0.1,0.48,2.59
2020-08-12,0.1,0.53,2.55
2020-08-13,0.1,0.55,2.59
2020-08-14,0.1,0.57,2.61
2020-08-17,0.1,0.55,2.64
2020-08-18,0.1,0.53,2.64
2020-08-19,0.1,0.54,2.65
2020-08-20,0.1,0.52,2.65
2020-08-21,0.1,0.48,2.64
2020-08-24,0.1,0.51,2.63
2020-08-25,0.1,0.54,2.63
2020-08-26,0.1,0.53,2.66
2020-08-27,0.1,0.58,2.71
2020-08-28,0.1,0.6,2.71
2020-08-31,0.1,0.58,2.67
2020-09-01,0.11,0.55,2.67
2020-09-02,0.11,0.52,2.64
2020-09-03,0.11,0.5,2.64
2020-09-04,0.11,0.58,2.68
2020-09-07,0.11,0.58,2.68
2020-09-08,0.11,0.55,2.67
2020-09-09,0.11,0.57,2.69
2020-09-10,0.11,0.54,2.69
2020-09-11,0.11,0.54,2.69
2020-09-14,0.11,0.54,2.66
2020-09-15,0.11,0.54,2.68
2020-09-16,0.11,0.55,2.67
2020-09-17,0.11,0.56,2.65
2020-09-18,0.11,0.56,2.66
2020-09-21,0.11,0.54,2.66
2020-09-22,0.11,0.55,2.66
2020-09-23,0.11,0.54,2.68
2020-09-24,0.11,0.53,2.7
2020-09-25,0.11,0.54,2.74
2020-09-28,0.11,0.53,2.76
2020-09-29,0.11,0.55,2.74
2020-09-30,0.11,0.56,2.75
2020-10-01,0.1,0.54,2.75
2020-10-02,0.1,0.57,2.76
2020-10-05,0.1,0.64,2.74
2020-10-06,0.1,0.62,2.7
2020-10-07,0.1,0.65,2.69
2020-10-08,0.1,0.65,2.68
2020-10-09,0.1,0.63,2.67
2020-10-12,0.1,0.63,2.67
2020-10-13,0.1,0.58,2.65
2020-10-14,0.1,0.59,2.64
2020-10-15,0.1,0.6,2.65
2020-10-16,0.1,0.62,2.64
2020-10-19,0.1,0.62,2.61
2020-10-20,0.1,0.67,2.64
2020-10-21,0.1,0.69,2.63
2020-10-22,0.1,0.71,2.61
2020-10-23,0.1,0.67,2.6
2020-10-26,0.1,0.65,2.6
2020-10-27,0.1,0.63,2.6
2020-10-28,0.1,0.63,2.62
2020-10-29,0.1,0.69,2.61
2020-10-30,0.1,0.74,2.61
2020-11-01,0.09,0.74,2.61
2020-11-02,0.09,0.71,2.6
2020-11-03,0.09,0.73,2.58
2020-11-04,0.09,0.64,2.58
2020-11-05,0.09,0.65,2.52
2020-11-06,0.09,0.67,2.51
2020-11-09,0.09,0.79,2.47
2020-11-10,0.09,0.79,2.44
2020-11-11,0.09,0.79,2.44
2020-11-12,0.09,0.71,2.45
2020-11-13,0.09,0.72,2.44
2020-11-16,0.09,0.72,2.42
2020-11-17,0.09,0.69,2.42
2020-11-18,0.09,0.72,2.39
2020-11-19,0.09,0.68,2.35
2020-11-20,0.09,0.67,2.35
2020-11-23,0.09,0.7,2.33
2020-11-24,0.09,0.72,2.31
2020-11-25,0.09,0.71,2.32
2020-11-26,0.09,0.71,2.32
2020-11-27,0.09,0.68,2.32
2020-11-30,0.09,0.68,2.29
2020-12-01,0.09,0.75,2.28
2020-12-02,0.09,0.79,2.24
2020-12-03,0.09,0.76,2.23
2020-12-04,0.09,0.81,2.23
2020-12-07,0.09,0.8,2.22
2020-12-08,0.09,0.78,2.22
2020-12-09,0.09,0.79,2.24
2020-12-10,0.09,0.78,2.22
2020-12-11,0.09,0.79,2.23
2020-12-14,0.09,0.77,2.24
2020-12-15,0.09,0.81,2.26
2020-12-16,0.09,0.79,2.25
2020-12-17,0.09,0.81,2.23
2020-12-18,0.09,0.82,2.24
2020-12-21,0.09,0.82,2.23
2020-12-22,0.09,0.8,2.22
2020-12-23,0.09,0.83,2.24
2020-12-24,0.09,0.81,2.23
2020-12-25,0.09,0.81,2.23
2020-12-28,0.09,0.81,2.22
2020-12-29,0.09,0.82,2.22
2020-12-30,0.09,0.81,2.2
2020-12-31,0.09,0.8,2.18
2021-01-01,0.08,0.8,2.18
2021-01-04,0.08,0.82,2.19
2021-01-05,0.08,0.83,2.23
2021-01-06,0.08,0.9,2.27
2021-01-07,0.08,0.94,2.23
2021-01-08,0.08,0.99,2.19
2021-01-11,0.08,1.01,2.15
2021-01-12,0.08,1.01,2.16
2021-01-13,0.08,0.96,2.13
2021-01-14,0.08,0.99,2.12
2021-01-15,0.08,0.98,2.13
2021-01-18,0.08,0.98,2.13
2021-01-19,0.08,0.96,2.11
2021-01-20,0.08,0.97,2.11
2021-01-21,0.08,0.99,2.12
2021-01-22,0.08,0.97,2.14
2021-01-25,0.08,0.92,2.15
2021-01-26,0.08,0.94,2.16
2021-01-27,0.08,0.92,2.16
2021-01-28,0.08,0.95,2.17
2021-01-29,0.08,1.0,2.17
2021-02-01,0.04,0.98,2.19
2021-02-02,0.04,1.01,2.18
2021-02-03,0.04,1.04,2.17
2021-02-04,0.04,1.04,2.19
2021-02-05,0.04,1.1,2.18
2021-02-08,0.04,1.08,2.14
2021-02-09,0.04,1.07,2.15
2021-02-10,0.04,1.04,2.16
2021-02-11,0.04,1.05,2.18
2021-02-12,0.04,1.09,2.19
2021-02-15,0.04,1.09,2.19
2021-02-16,0.04,1.17,2.15
2021-02-17,0.04,1.18,2.13
2021-02-18,0.04,1.18,2.13
2021-02-19,0.04,1.23,2.14
2021-02-22,0.04,1.26,2.16
2021-02-23,0.04,1.26,2.2
2021-02-24,0.04,1.26,2.22
2021-02-25,0.04,1.37,2.12
2021-02-26,0.04,1.3,2.12
2021-03-01,0.03,1.32,2.13
2021-03-02,0.03,1.29,2.15
2021-03-03,0.03,1.33,2.14
2021-03-04,0.03,1.4,2.13
2021-03-05,0.03,1.42,2.13
2021-03-08,0.03,1.42,2.14
2021-03-09,0.03,1.38,2.16
2021-03-10,0.03,1.37,2.17
2021-03-11,0.03,1.4,2.18
2021-03-12,0.03,1.5,2.19
2021-03-15,0.03,1.48,2.18
2021-03-16,0.03,1.47,2.19
2021-03-17,0.03,1.5,2.23
2021-03-18,0.03,1.55,2.17
2021-03-19,0.03,1.58,2.1
2021-03-22,0.03,1.54,2.08
2021-03-23,0.03,1.48,2.11
2021-03-24,0.03,1.48,2.1
2021-03-25,0.03,1.49,2.11
2021-03-26,0.03,1.53,2.09
2021-03-29,0.03,1.59,2.08
2021-03-30,0.03,1.57,2.04
2021-03-31,0.03,1.58,2.03
2021-04-01,0.02,1.52,1.98
2021-04-02,0.02,1.53,1.98
2021-04-05,0.02,1.56,1.93
2021-04-06,0.02,1.51,1.95
2021-04-07,0.02,1.52,1.96
2021-04-08,0.02,1.5,1.98
2021-04-09,0.02,1.51,1.96
2021-04-12,0.02,1.51,1.95
2021-04-13,0.02,1.48,1.97
2021-04-14,0.02,1.48,1.98
2021-04-15,0.02,1.4,1.95
2021-04-16,0.02,1.43,1.97
2021-04-19,0.02,1.45,1.99
2021-04-20,0.02,1.43,2.0
2021-04-21,0.02,1.42,2.01
2021-04-22,0.02,1.41,1.99
2021-04-23,0.02,1.42,1.99
2021-04-26,0.02,1.4,1.98
2021-04-27,0.02,1.46,1.97
2021-04-28,0.02,1.46,1.98
2021-04-29,0.02,1.49,1.97
2021-04-30,0.02,1.49,1.96
2021-05-01,0.02,1.49,1.96
2021-05-03,0.02,1.47,1.96
2021-05-04,0.02,1.45,1.97
2021-05-05,0.02,1.43,1.98
2021-05-06,0.02,1.42,1.96
2021-05-07,0.02,1.46,1.97
2021-05-10,0.02,1.47,1.98
2021-05-11,0.02,1.48,2.01
2021-05-12,0.02,1.53,2.02
2021-05-13,0.02,1.5,2.04
2021-05-14,0.02,1.47,2.03
2021-05-17,0.02,1.48,2.02
2021-05-18,0.02,1.48,2.03
2021-05-19,0.02,1.52,2.02
2021-05-20,0.02,1.48,2.02
2021-05-21,0.02,1.46,2.01
2021-05-24,0.02,1.46,2.0
2021-05-25,0.02,1.41,2.01
2021-05-26,0.02,1.44,1.98
2021-05-27,0.02,1.47,1.98
2021-05-28,0.02,1.44,1.99
2021-05-31,0.02,1.44,1.99
2021-06-01,0.04,1.46,1.97
2021-06-02,0.04,1.46,1.98
2021-06-03,0.04,1.47,1.96
2021-06-04,0.04,1.42,1.98
2021-06-07,0.04,1.41,1.98
2021-06-08,0.04,1.39,1.98
2021-06-09,0.04,1.34,1.96
2021-06-10,0.04,1.31,2.0
2021-06-11,0.04,1.31,1.97
2021-06-14,0.04,1.35,1.96
2021-06-15,0.04,1.35,1.96
2021-06-16,0.04,1.36,1.91
2021-06-17,0.04,1.29,1.84
2021-06-18,0.04,1.19,1.85
2021-06-21,0.04,1.23,1.88
2021-06-22,0.04,1.23,1.9
2021-06-23,0.04,1.24,1.89
2021-06-24,0.04,1.23,1.88
2021-06-25,0.04,1.26,1.9
2021-06-28,0.04,1.24,1.88
2021-06-29,0.04,1.22,1.87
2021-06-30,0.04,1.2,1.87
2021-07-01,0.05,1.23,1.86
2021-07-02,0.05,1.2,1.87
2021-07-05,0.05,1.2,1.87
2021-07-06,0.05,1.15,1.9
2021-07-07,0.05,1.11,1.89
2021-07-08,0.05,1.11,1.91
2021-07-09,0.05,1.14,1.91
2021-07-12,0.05,1.15,1.91
2021-07-13,0.05,1.16,1.91
2021-07-14,0.05,1.14,1.91
2021-07-15,0.05,1.08,1.92
2021-07-16,0.05,1.06,1.93
2021-07-19,0.05,0.98,1.97
2021-07-20,0.05,1.03,1.98
2021-07-21,0.05,1.08,1.96
2021-07-22,0.05,1.07,1.95
2021-07-23,0.05,1.08,1.93
2021-07-26,0.05,1.07,1.94
2021-07-27,0.05,1.05,1.95
2021-07-28,0.05,1.06,1.96
2021-07-29,0.05,1.08,1.94
2021-07-30,0.05,1.05,1.95
2021-08-01,0.05,1.05,1.95
2021-08-02,0.05,1.03,1.95
2021-08-03,0.05,1.02,1.97
2021-08-04,0.05,1.02,1.96
2021-08-05,0.05,1.02,1.95
2021-08-06,0.05,1.1,1.94
2021-08-09,0.05,1.1,1.95
2021-08-10,0.05,1.12,1.95
2021-08-11,0.05,1.12,1.99
2021-08-12,0.05,1.13,1.99
2021-08-13,0.05,1.06,1.98
2021-08-16,0.05,1.05,1.97
2021-08-17,0.05,1.03,1.98
2021-08-18,0.05,1.04,1.97
2021-08-19,0.05,1.02,1.98
2021-08-20,0.05,1.03,1.96
2021-08-23,0.05,1.02,1.97
2021-08-24,0.05,1.05,1.95
2021-08-25,0.05,1.12,1.93
2021-08-26,0.05,1.09,1.92
2021-08-27,0.05,1.09,1.92
2021-08-30,0.05,1.09,1.92
2021-08-31,0.05,1.1,1.94
2021-09-01,0.04,1.11,1.92
2021-09-02,0.04,1.09,1.92
2021-09-03,0.04,1.12,1.91
2021-09-06,0.04,1.12,1.91
2021-09-07,0.04,1.16,1.91
2021-09-08,0.04,1.13,1.91
2021-09-09,0.04,1.07,1.9
2021-09-10,0.04,1.12,1.88
2021-09-13,0.04,1.12,1.87
2021-09-14,0.04,1.07,1.87
2021-09-15,0.04,1.1,1.85
2021-09-16,0.04,1.11,1.84
2021-09-17,0.04,1.14,1.83
2021-09-20,0.04,1.08,1.84
2021-09-21,0.04,1.11,1.83
2021-09-22,0.04,1.07,1.83
2021-09-23,0.04,1.14,1.81
2021-09-24,0.04,1.18,1.8
2021-09-27,0.04,1.17,1.78
2021-09-28,0.04,1.23,1.8
2021-09-29,0.04,1.25,1.81
2021-09-30,0.04,1.24,1.85
2021-10-01,0.05,1.21,1.85
2021-10-04,0.05,1.22,1.85
2021-10-05,0.05,1.26,1.84
2021-10-06,0.05,1.23,1.84
2021-10-07,0.05,1.26,1.85
2021-10-08,0.05,1.29,1.84
2021-10-11,0.05,1.29,1.84
2021-10-12,0.05,1.24,1.82
2021-10-13,0.05,1.19,1.79
2021-10-14,0.05,1.16,1.81
2021-10-15,0.05,1.18,1.76
2021-10-18,0.05,1.15,1.72
2021-10-19,0.05,1.24,1.72
2021-10-20,0.05,1.25,1.75
2021-10-21,0.05,1.23,1.74
2021-10-22,0.05,1.18,1.72
2021-10-25,0.05,1.17,1.73
2021-10-26,0.05,1.16,1.71
2021-10-27,0.05,1.04,1.69
2021-10-28,0.05,1.07,1.69
2021-10-29,0.05,1.07,1.69
2021-11-01,0.05,1.08,1.69
2021-11-02,0.05,1.1,1.71
2021-11-03,0.05,1.13,1.7
2021-11-04,0.05,1.12,1.73
2021-11-05,0.05,1.06,1.73
2021-11-08,0.05,1.06,1.67
2021-11-09,0.05,1.05,1.67
2021-11-10,0.05,1.05,1.66
2021-11-11,0.05,1.05,1.66
2021-11-12,0.05,1.05,1.69
2021-11-15,0.05,1.1,1.7
2021-11-16,0.05,1.09,1.72
2021-11-17,0.05,1.08,1.74
2021-11-18,0.05,1.07,1.73
2021-11-19,0.05,1.02,1.73
2021-11-22,0.05,1.0,1.71
2021-11-23,0.05,1.07,1.73
2021-11-24,0.05,1.0,1.72
2021-11-25,0.05,1.0,1.72
2021-11-26,0.05,0.98,1.82
2021-11-29,0.05,1.01,1.81
2021-11-30,0.05,0.91,1.81
2021-12-01,0.06,0.87,1.81
2021-12-02,0.06,0.81,1.8
2021-12-03,0.06,0.75,1.81
2021-12-06,0.06,0.78,1.79
2021-12-07,0.06,0.78,1.75
2021-12-08,0.06,0.84,1.79
2021-12-09,0.06,0.79,1.81
2021-12-10,0.06,0.81,1.83
2021-12-13,0.06,0.76,1.82
2021-12-14,0.06,0.77,1.82
2021-12-15,0.06,0.78,1.83
2021-12-16,0.06,0.8,1.87
2021-12-17,0.06,0.75,1.87
2021-12-20,0.06,0.78,1.89
2021-12-21,0.06,0.78,1.88
2021-12-22,0.06,0.78,1.86
2021-12-23,0.06,0.79,1.86
2021-12-24,0.06,0.79,1.86
2021-12-27,0.06,0.72,1.86
2021-12-28,0.06,0.75,1.86
2021-12-29,0.06,0.8,1.85
2021-12-30,0.06,0.79,1.85
2021-12-31,0.06,0.79,1.85
2022-01-01,0.15,0.79,1.85
2022-01-03,0.15,0.85,1.82
2022-01-04,0.15,0.89,1.84
2022-01-05,0.15,0.88,1.8
2022-01-06,0.15,0.85,1.78
2022-01-07,0.15,0.89,1.78
2022-01-10,0.15,0.86,1.76
2022-01-11,0.15,0.85,1.76
2022-01-12,0.15,0.82,1.77
2022-01-13,0.15,0.79,1.8
2022-01-14,0.15,0.79,1.79
2022-01-17,0.15,0.79,1.79
2022-01-18,0.15,0.81,1.78
2022-01-19,0.15,0.79,1.77
2022-01-20,0.15,0.75,1.79
2022-01-21,0.15,0.74,1.84
2022-01-24,0.15,0.76,1.89
2022-01-25,0.15,0.76,1.91
2022-01-26,0.15,0.72,1.84
2022-01-27,0.15,0.63,1.86
2022-01-28,0.15,0.63,1.91
2022-01-31,0.15,0.61,1.93
2022-02-01,0.33,0.63,1.92
2022-02-02,0.33,0.62,1.91
2022-02-03,0.33,0.63,1.92
2022-02-04,0.33,0.62,1.92
2022-02-07,0.33,0.62,1.93
2022-02-08,0.33,0.61,1.91
2022-02-09,0.33,0.58,1.92
2022-02-10,0.33,0.42,1.91
2022-02-11,0.33,0.42,2.0
2022-02-14,0.33,0.4,2.0
2022-02-15,0.33,0.47,1.99
2022-02-16,0.33,0.51,2.05
2022-02-17,0.33,0.48,2.12
2022-02-18,0.33,0.45,2.13
2022-02-21,0.33,0.45,2.13
2022-02-22,0.33,0.38,2.13
2022-02-23,0.33,0.41,2.1
2022-02-24,0.33,0.42,2.24
2022-02-25,0.33,0.42,2.2
2022-02-28,0.33,0.39,2.34
2022-03-01,0.44,0.41,2.25
2022-03-02,0.44,0.36,2.24
2022-03-03,0.44,0.33,2.24
2022-03-04,0.44,0.24,2.31
2022-03-07,0.44,0.23,2.32
2022-03-08,0.44,0.23,2.35
2022-03-09,0.44,0.26,2.32
2022-03-10,0.44,0.26,2.38
2022-03-11,0.44,0.25,2.35
2022-03-14,0.44,0.27,2.33
2022-03-15,0.44,0.3,2.36
2022-03-16,0.44,0.24,2.23
2022-03-17,0.44,0.26,2.17
2022-03-18,0.44,0.17,2.14
2022-03-21,0.44,0.18,2.07
2022-03-22,0.44,0.2,2.05
2022-03-23,0.44,0.19,2.03
2022-03-24,0.44,0.21,2.01
2022-03-25,0.44,0.18,1.96
2022-03-28,0.44,0.11,1.94
2022-03-29,0.44,0.06,1.91
2022-03-30,0.44,0.04,1.93
2022-03-31,0.44,0.04,1.93
2022-04-01,0.76,-0.05,1.81
2022-04-04,0.76,-0.01,1.81
2022-04-05,0.76,0.03,1.77
2022-04-06,0.76,0.11,1.77
2022-04-07,0.76,0.19,1.78
2022-04-08,0.76,0.19,1.78
2022-04-11,0.76,0.29,1.82
2022-04-12,0.76,0.33,1.92
2022-04-13,0.76,0.33,1.94
2022-04-14,0.76,0.36,1.93
2022-04-15,0.76,0.36,1.93
2022-04-18,0.76,0.39,1.94
2022-04-19,0.76,0.32,1.91
2022-04-20,0.76,0.25,1.91
2022-04-21,0.76,0.22,1.93
2022-04-22,0.76,0.18,1.96
2022-04-25,0.76,0.18,2.03
2022-04-26,0.76,0.23,2.06
2022-04-27,0.76,0.24,2.05
